case:concept:name,cohort,cycle_time_days,automation_ratio,total_events,is_rework,has_payment_block_removed
4507001472_00190,0,129.01319444444445,0.2,5,0,0
4507001472_00200,0,129.01319444444445,0.2,5,0,0
4507001472_00210,0,129.01319444444445,0.2,5,0,0
4507001472_00220,0,129.01319444444445,0.2,5,0,0
4507001472_00230,0,129.01319444444445,0.2,5,0,0
4507001472_00240,0,129.01319444444445,0.2,5,0,0
4507001472_00250,0,129.01319444444445,0.2,5,0,0
4507001473_00010,0,80.02708333333334,0.2,5,0,0
4507001474_00010,0,120.98402777777778,0.4,5,0,0
4507001474_00020,0,120.98402777777778,0.4,5,0,0
4507001474_00030,0,120.98402777777778,0.4,5,0,0
4507001474_00040,0,120.98402777777778,0.4,5,0,0
4507001474_00050,0,120.98402777777778,0.4,5,0,0
4507001474_00060,0,120.98402777777778,0.4,5,0,0
4507001474_00070,0,120.98402777777778,0.4,5,0,0
4507001474_00080,0,120.98402777777778,0.3333,6,1,0
4507001474_00090,0,120.98402777777778,0.4,5,0,0
4507001474_00100,0,120.98402777777778,0.4,5,0,0
4507001474_00110,0,120.98402777777778,0.4,5,0,0
4507001474_00120,0,120.98402777777778,0.3333,6,1,0
4507001475_00010,0,107.86041666666667,0.2,5,0,0
4507001475_00020,0,107.86041666666667,0.2,5,0,0
4507001475_00030,0,107.86041666666667,0.2,5,0,0
4507001475_00040,2,107.86041666666667,0.1429,7,1,0
4507001475_00050,0,107.86041666666667,0.1667,6,1,0
4507001475_00060,0,107.86041666666667,0.2,5,0,0
4507001475_00070,0,107.86041666666667,0.1667,6,1,0
4507001475_00080,0,107.86041666666667,0.4,5,0,0
4507001475_00090,0,107.86041666666667,0.4,5,0,0
4507001475_00100,0,107.86041666666667,0.4,5,0,0
4507001475_00110,0,107.86041666666667,0.2,5,0,0
4507001475_00120,0,107.86041666666667,0.4,5,0,0
4507001475_00130,0,107.86041666666667,0.2,5,0,0
4507001475_00140,0,107.86041666666667,0.2,5,0,0
4507001475_00150,0,135.95763888888888,0.2,5,0,0
4507001475_00160,0,107.86041666666667,0.4,5,0,0
4507001475_00170,0,107.86041666666667,0.2,5,0,0
4507001475_00180,0,107.86041666666667,0.2,5,0,0
4507001475_00190,0,135.95833333333334,0.4,5,0,0
4507001475_00200,0,107.86041666666667,0.2,5,0,0
4507001476_00010,0,135.95694444444445,0.4,5,0,0
4507001476_00020,0,135.95694444444445,0.4,5,0,0
4507001476_00030,0,135.95694444444445,0.4,5,0,0
4507001476_00040,0,135.95694444444445,0.4,5,0,0
4507001476_00050,0,135.95694444444445,0.4,5,0,0
4507001476_00060,0,135.95694444444445,0.4,5,0,0
4507001476_00070,0,135.95694444444445,0.4,5,0,0
4507001476_00080,0,135.95694444444445,0.4,5,0,0
4507001476_00090,0,135.95694444444445,0.4,5,0,0
4507001476_00100,0,135.95694444444445,0.4,5,0,0
4507001476_00110,0,135.95694444444445,0.4,5,0,0
4507001476_00120,0,135.95694444444445,0.4,5,0,0
4507001476_00130,0,135.95694444444445,0.4,5,0,0
4507001476_00140,0,135.95694444444445,0.4,5,0,0
4507001476_00150,0,135.95694444444445,0.4,5,0,0
4507001477_00010,0,58.989583333333336,0.2,5,0,0
4507001477_00020,0,58.989583333333336,0.2,5,0,0
4507001478_00010,0,80.02222222222223,0.2857,7,0,0
4507001478_00020,0,80.02222222222223,0.2857,7,0,0
4507001478_00030,0,80.02222222222223,0.25,8,0,0
4507001479_00010,0,80.02222222222223,0.2,5,0,0
4507001480_00010,5,87.04930555555555,0.2857,7,1,1
4507001481_00010,5,80.01805555555555,0.1667,6,0,1
4507001481_00020,5,80.01805555555555,0.1667,6,0,1
4507001481_00030,5,80.01805555555555,0.1667,6,0,1
4507001481_00040,5,80.01805555555555,0.1667,6,0,1
4507001481_00050,5,80.01805555555555,0.1667,6,0,1
4507001481_00060,0,80.01805555555555,0.4,5,0,0
4507001481_00070,0,87.04652777777778,0.4,5,0,0
4507001481_00080,5,80.01805555555555,0.1667,6,0,1
4507001481_00090,5,80.01805555555555,0.1667,6,0,1
4507001481_00100,5,80.01805555555555,0.1667,6,0,1
4507001481_00110,5,80.01805555555555,0.1667,6,0,1
4507001482_00010,0,87.04652777777778,0.4,5,0,0
4507001482_00020,0,87.04652777777778,0.4,5,0,0
4507001482_00030,0,87.04652777777778,0.4,5,0,0
4507001482_00040,0,87.04652777777778,0.4,5,0,0
4507001482_00050,0,87.04652777777778,0.4,5,0,0
4507001482_00060,0,87.04652777777778,0.4,5,0,0
4507001482_00070,0,87.04652777777778,0.4,5,0,0
4507001483_00010,0,80.01527777777778,0.2,5,0,0
4507001484_00010,0,45.09375,0.2,5,0,0
4507001484_00020,0,45.09375,0.2,5,0,0
4507001485_00010,2,58.96527777777778,0.1429,7,1,0
4507001486_00010,0,45.08611111111111,0.2,5,0,0
4507001487_00010,0,31.01875,0.2,5,0,0
4507001487_00020,0,31.01875,0.2,5,0,0
4507001488_00010,0,115.78611111111111,0.2,5,0,0
4507001489_00010,5,58.952777777777776,0.3333,6,0,1
4507001490_00010,5,38.05694444444445,0.3333,6,0,1
4507001491_00010,0,45.06458333333333,0.2,5,0,0
4507001491_00020,0,45.06458333333333,0.2,5,0,0
4507001491_00030,0,45.06458333333333,0.2,5,0,0
4507001492_00010,0,79.97569444444444,0.2,5,0,0
4507001493_00010,5,87.0,0.1429,7,0,1
4507001493_00020,0,73.07916666666667,0.2,5,0,0
4507001494_00010,0,63.99513888888889,0.2,5,0,0
4507001495_00010,5,120.91666666666667,0.1667,6,0,1
4507001496_00010,0,79.95694444444445,0.2,5,0,0
4507001496_00020,0,79.95694444444445,0.2,5,0,0
4507001496_00030,0,79.95694444444445,0.2,5,0,0
4507001496_00040,0,79.95694444444445,0.1667,6,0,0
4507001496_00050,0,79.95694444444445,0.2,5,0,0
4507001497_00020,0,79.94097222222223,0.2,5,0,0
4507001497_00030,0,45.03055555555556,0.2,5,0,0
4507001497_00040,0,45.03055555555556,0.2,5,0,0
4507001498_00010,0,45.02361111111111,0.4,5,0,0
4507001498_00020,0,45.02361111111111,0.4,5,0,0
4507001499_00010,5,58.89513888888889,0.3333,6,0,1
4507001500_00010,5,79.92013888888889,0.2857,7,1,1
4507001501_00010,5,86.94375,0.1667,6,0,1
4507001502_00010,5,86.94236111111111,0.1667,6,0,1
4507001503_00010,3,6.905555555555556,0.0,4,1,0
4507001504_00010,5,115.70069444444445,0.1429,7,1,1
4507001505_00010,2,232.88472222222222,0.0312,32,1,0
4507001506_00010,3,7.9875,0.0,3,1,0
4507001507_00010,0,107.725,0.2,5,0,0
4507001507_00020,0,107.725,0.2,5,0,0
4507001507_00030,0,107.725,0.2,5,0,0
4507001507_00040,0,107.725,0.2,5,0,0
4507001508_00010,2,345.9013888888889,0.25,8,1,0
4507001508_00020,2,345.9013888888889,0.25,8,1,0
4507001508_00030,0,191.80625,0.2857,7,1,0
4507001508_00040,0,191.80625,0.2857,7,1,0
4507001508_00050,0,191.80625,0.2857,7,1,0
4507001508_00060,2,345.9013888888889,0.25,8,1,0
4507001508_00070,0,191.80625,0.2857,7,1,0
4507001508_00080,0,191.80625,0.2857,7,1,0
4507001508_00090,0,191.80625,0.2857,7,1,0
4507001508_00100,0,191.80625,0.2857,7,1,0
4507001508_00110,0,191.80625,0.2857,7,1,0
4507001508_00120,0,191.80625,0.2857,7,1,0
4507001508_00130,0,191.80625,0.2857,7,1,0
4507001508_00140,0,191.80625,0.2857,7,1,0
4507001508_00150,0,191.80625,0.2857,7,1,0
4507001508_00160,0,191.80625,0.2857,7,1,0
4507001508_00170,0,345.9013888888889,0.25,8,1,0
4507001508_00180,0,191.80625,0.2857,7,1,0
4507001508_00190,0,191.80625,0.2857,7,1,0
4507001508_00200,0,191.80625,0.2857,7,1,0
4507001508_00210,0,191.80625,0.2857,7,1,0
4507001508_00220,0,191.80625,0.2857,7,1,0
4507001508_00230,2,345.9013888888889,0.25,8,1,0
4507001508_00240,0,191.80625,0.2857,7,1,0
4507001508_00250,2,345.9013888888889,0.25,8,1,0
4507001508_00260,0,191.80625,0.2857,7,1,0
4507001508_00270,0,191.80625,0.2857,7,1,0
4507001508_00280,0,191.80625,0.2857,7,1,0
4507001508_00290,0,191.80625,0.2857,7,1,0
4507001508_00300,0,191.80625,0.2857,7,1,0
4507001508_00310,0,191.80625,0.2857,7,1,0
4507001508_00320,0,191.80625,0.2857,7,1,0
4507001508_00330,0,191.80625,0.2857,7,1,0
4507001508_00340,0,191.80625,0.2857,7,1,0
4507001508_00350,0,191.80625,0.2857,7,1,0
4507001508_00360,0,191.80625,0.2857,7,1,0
4507001508_00370,0,191.80625,0.2857,7,1,0
4507001508_00380,2,345.9013888888889,0.2727,11,1,0
4507001508_00390,0,191.80625,0.2857,7,1,0
4507001508_00400,0,191.80625,0.2857,7,1,0
4507001508_00410,0,191.80625,0.2857,7,1,0
4507001508_00420,0,191.01041666666666,0.2857,7,1,0
4507001509_00010,3,188.3388888888889,0.3333,3,0,0
4507001510_00010,0,79.88194444444444,0.6,5,0,0
4507001510_00020,0,79.88194444444444,0.6,5,0,0
4507001510_00030,0,79.88194444444444,0.6,5,0,0
4507001510_00040,0,79.88194444444444,0.6,5,0,0
4507001510_00050,0,79.88194444444444,0.6,5,0,0
4507001511_00010,0,107.71875,0.4,5,0,0
4507001511_00020,0,107.71875,0.4,5,0,0
4507001512_00010,1,0.003472222222222222,0.0,2,1,0
4507001512_00020,0,107.71111111111111,0.1667,6,1,0
4507001512_00030,0,107.71111111111111,0.1667,6,1,0
4507001512_00040,0,107.71111111111111,0.1667,6,1,0
4507001512_00050,2,107.71111111111111,0.1,10,1,0
4507001512_00060,0,135.80902777777777,0.125,8,1,0
4507001513_00010,0,79.84791666666666,0.25,8,1,0
4507001514_00010,2,79.84791666666666,0.1818,11,1,0
4507001515_00010,0,79.84791666666666,0.0909,11,1,0
4507001516_00010,0,79.84722222222223,0.1667,6,0,0
4507001517_00010,0,79.84722222222223,0.3333,6,0,0
4507001518_00010,0,79.84583333333333,0.1667,6,0,0
4507001519_00010,5,79.84791666666666,0.1429,7,0,1
4507001520_00010,0,79.84583333333333,0.1667,6,0,0
4507001521_00010,0,79.84583333333333,0.1667,6,0,0
4507001522_00010,5,120.80416666666666,0.1667,6,0,1
4507001522_00020,5,120.80416666666666,0.1667,6,0,1
4507001522_00030,5,120.80416666666666,0.1667,6,0,1
4507001522_00040,5,120.80416666666666,0.1667,6,0,1
4507001522_00050,0,120.80416666666666,0.2,5,0,0
4507001522_00060,5,120.80416666666666,0.1667,6,0,1
4507001522_00070,5,120.80416666666666,0.1667,6,0,1
4507001522_00080,5,120.80416666666666,0.1667,6,0,1
4507001522_00090,5,120.80416666666666,0.1667,6,0,1
4507001523_00010,0,94.65069444444444,0.2,5,0,0
4507001523_00020,0,94.65069444444444,0.2,5,0,0
4507001523_00030,0,94.65069444444444,0.2,5,0,0
4507001523_00040,0,94.65069444444444,0.2,5,0,0
4507001523_00050,0,94.65069444444444,0.2,5,0,0
4507001524_00010,0,135.77291666666667,0.2,5,0,0
4507001524_00020,0,135.77291666666667,0.2,5,0,0
4507001524_00030,0,135.77291666666667,0.2,5,0,0
4507001524_00040,0,135.77291666666667,0.2,5,0,0
4507001525_00010,0,86.86527777777778,0.3333,6,1,0
4507001526_00010,0,120.79652777777778,0.3333,6,1,0
4507001527_00010,0,58.80277777777778,0.2,5,0,0
4507001528_00010,0,120.79513888888889,0.2,5,0,0
4507001528_00020,0,120.79513888888889,0.2,5,0,0
4507001528_00030,0,135.77013888888888,0.2,5,0,0
4507001529_00010,0,44.922916666666666,0.2857,7,1,0
4507001530_00010,0,149.74722222222223,0.2,5,0,0
4507001530_00020,0,149.74722222222223,0.2,5,0,0
4507001530_00030,2,336.92291666666665,0.2857,7,1,0
4507001530_00040,0,149.74722222222223,0.2,5,0,0
4507001530_00050,0,149.74722222222223,0.1667,6,1,0
4507001531_00010,2,150.6,0.2,10,1,0
4507001531_00020,2,149.74930555555557,0.2727,11,1,1
4507001532_00010,0,58.796527777777776,0.2,5,0,0
4507001533_00010,0,58.794444444444444,0.4,5,0,0
4507001533_00020,0,86.85555555555555,0.2,5,0,0
4507001533_00030,0,86.85555555555555,0.2,5,0,0
4507001533_00040,0,86.85555555555555,0.2,5,0,0
4507001533_00050,0,58.794444444444444,0.4,5,0,0
4507001533_00060,0,86.85555555555555,0.2,5,0,0
4507001534_00010,0,58.75277777777778,0.3333,6,1,0
4507001535_00001,4,94.45902777777778,0.9753,81,0,0
4507001536_00001,2,86.73333333333333,0.75,8,0,0
4507001537_00001,2,120.60694444444445,0.6667,12,1,0
4507001538_00001,2,120.6048611111111,0.8571,14,0,0
4507001539_00001,2,86.73055555555555,0.8333,12,0,0
4507001540_00001,2,120.60416666666667,0.875,16,0,0
4507001541_00001,5,156.63888888888889,0.6667,9,0,1
4507001542_00001,2,0.0,1.0,9,0,0
4507001543_00001,0,0.0006944444444444445,1.0,3,0,0
4507001544_00001,2,0.9993055555555556,1.0,12,0,0
4507001545_00001,2,0.007638888888888889,1.0,126,0,0
4507001546_00001,2,0.0006944444444444445,1.0,35,0,0
4507001547_00001,2,0.001388888888888889,1.0,52,0,0
4507001548_00001,4,0.004166666666666667,1.0,84,0,0
4507001549_00010,0,44.47847222222222,0.5,6,0,0
4507001550_00010,0,79.38888888888889,0.3333,6,0,0
4507001551_00010,0,107.22569444444444,0.3333,6,0,0
4507001551_00020,0,107.22569444444444,0.3333,6,0,0
4507001551_00030,0,107.22569444444444,0.3333,6,0,0
4507001551_00040,0,107.22569444444444,0.3333,6,0,0
4507001551_00050,0,107.22569444444444,0.3333,6,0,0
4507001552_00010,5,44.47847222222222,0.2857,7,0,1
4507001552_00020,5,44.47847222222222,0.2857,7,0,1
4507001552_00030,5,44.47847222222222,0.2857,7,0,1
4507001553_00010,0,44.44305555555555,0.4,5,0,0
4507001553_00020,0,44.44305555555555,0.4,5,0,0
4507001553_00030,5,72.4173611111111,0.3333,6,0,1
4507001554_00010,5,79.35347222222222,0.3333,6,0,1
4507001554_00020,5,79.35347222222222,0.3333,6,0,1
4507001554_00030,5,79.35347222222222,0.3333,6,0,1
4507001554_00040,5,79.35347222222222,0.3333,6,0,1
4507001554_00050,5,79.35347222222222,0.3333,6,0,1
4507001554_00060,5,79.35347222222222,0.5,6,0,1
4507001555_00010,0,86.31111111111112,0.4,5,0,0
4507001555_00020,0,86.31111111111112,0.4,5,0,0
4507001556_00010,0,79.28125,0.2,5,0,0
4507001557_00010,0,58.25,0.2,5,0,0
4507001557_00020,0,58.25,0.2,5,0,0
4507001557_00030,0,58.25,0.2,5,0,0
4507001557_00040,0,58.25,0.2,5,0,0
4507001557_00050,0,58.25,0.2,5,0,0
4507001558_00010,0,72.25625,0.2,5,0,0
4507001559_00010,0,93.2388888888889,0.1667,6,1,0
4507001560_00010,0,58.24861111111111,0.2,5,0,0
4507001561_00010,0,58.24652777777778,0.2,5,0,0
4507001562_00010,0,86.30208333333333,0.1667,6,1,0
4507001562_00020,0,86.30208333333333,0.2,5,0,0
4507001563_00010,0,58.236805555555556,0.2,5,0,0
4507001563_00020,0,58.236805555555556,0.2,5,0,0
4507001563_00030,0,58.236805555555556,0.2,5,0,0
4507001563_00040,0,58.236805555555556,0.2,5,0,0
4507001564_00010,0,58.236805555555556,0.1667,6,1,0
4507001564_00020,0,58.236805555555556,0.1429,7,1,0
4507001564_00030,0,58.236805555555556,0.1667,6,1,0
4507001564_00040,0,58.236805555555556,0.1667,6,1,0
4507001564_00050,0,58.236805555555556,0.1667,6,1,0
4507001564_00060,0,58.236805555555556,0.1667,6,1,0
4507001564_00070,0,58.236805555555556,0.1667,6,1,0
4507001564_00080,0,58.236805555555556,0.1667,6,1,0
4507001564_00090,0,58.236805555555556,0.1667,6,1,0
4507001564_00100,0,58.236805555555556,0.1667,6,1,0
4507001564_00110,5,86.29791666666667,0.2857,7,1,1
4507001565_00010,0,58.236805555555556,0.2,5,0,0
4507001565_00020,0,58.236805555555556,0.2,5,0,0
4507001565_00030,0,58.236805555555556,0.2,5,0,0
4507001565_00040,0,58.236805555555556,0.2,5,0,0
4507001565_00050,0,58.236805555555556,0.2,5,0,0
4507001565_00060,0,58.236805555555556,0.2,5,0,0
4507001565_00070,0,58.236805555555556,0.2,5,0,0
4507001565_00080,0,58.236805555555556,0.2,5,0,0
4507001565_00090,0,58.236805555555556,0.2,5,0,0
4507001565_00100,0,58.236805555555556,0.2,5,0,0
4507001565_00110,0,58.236805555555556,0.2,5,0,0
4507001565_00120,0,58.236805555555556,0.2,5,0,0
4507001565_00130,0,58.236805555555556,0.2,5,0,0
4507001565_00140,0,58.236805555555556,0.2,5,0,0
4507001565_00150,2,120.22916666666667,0.2222,9,1,1
4507001565_00160,0,58.236805555555556,0.2,5,0,0
4507001566_00010,5,66.0826388888889,0.1667,6,0,1
4507001567_00010,0,23.178472222222222,0.2,5,0,0
4507001567_00020,0,23.178472222222222,0.2,5,0,0
4507001567_00030,0,23.178472222222222,0.2,5,0,0
4507001567_00040,0,23.178472222222222,0.2,5,0,0
4507001567_00050,0,23.178472222222222,0.2,5,0,0
4507001567_00060,0,23.178472222222222,0.2,5,0,0
4507001567_00070,0,23.178472222222222,0.2,5,0,0
4507001567_00080,0,23.178472222222222,0.2,5,0,0
4507001567_00090,0,30.290972222222223,0.2,5,0,0
4507001567_00100,0,23.178472222222222,0.2,5,0,0
4507001567_00110,0,23.178472222222222,0.2,5,0,0
4507001567_00120,0,23.178472222222222,0.2,5,0,0
4507001567_00130,0,30.290972222222223,0.2,5,0,0
4507001567_00140,0,23.178472222222222,0.2,5,0,0
4507001567_00150,0,23.178472222222222,0.2,5,0,0
4507001567_00160,0,23.178472222222222,0.2,5,0,0
4507001567_00170,0,23.178472222222222,0.2,5,0,0
4507001567_00180,0,23.178472222222222,0.2,5,0,0
4507001567_00190,0,23.178472222222222,0.2,5,0,0
4507001567_00200,0,23.178472222222222,0.2,5,0,0
4507001567_00210,0,30.290972222222223,0.2,5,0,0
4507001567_00220,0,23.178472222222222,0.2,5,0,0
4507001567_00230,0,23.178472222222222,0.2,5,0,0
4507001568_00010,0,23.178472222222222,0.2,5,0,0
4507001568_00020,0,23.178472222222222,0.2,5,0,0
4507001569_00010,0,23.177777777777777,0.4,5,0,0
4507001569_00020,0,23.177777777777777,0.4,5,0,0
4507001569_00030,0,23.177777777777777,0.2,5,0,0
4507001569_00040,0,23.177777777777777,0.4,5,0,0
4507001569_00050,0,23.177777777777777,0.4,5,0,0
4507001569_00060,0,23.177777777777777,0.4,5,0,0
4507001569_00070,0,23.177777777777777,0.4,5,0,0
4507001569_00080,0,23.177777777777777,0.4,5,0,0
4507001569_00090,0,23.177777777777777,0.4,5,0,0
4507001569_00100,0,23.177777777777777,0.4,5,0,0
4507001569_00110,0,23.177777777777777,0.4,5,0,0
4507001569_00120,0,23.177777777777777,0.4,5,0,0
4507001569_00130,0,23.177777777777777,0.4,5,0,0
4507001569_00140,0,23.177777777777777,0.4,5,0,0
4507001569_00150,0,23.177777777777777,0.4,5,0,0
4507001569_00160,0,23.177777777777777,0.4,5,0,0
4507001569_00170,0,23.177777777777777,0.4,5,0,0
4507001569_00180,0,23.177777777777777,0.4,5,0,0
4507001569_00190,0,23.177777777777777,0.4,5,0,0
4507001569_00200,0,23.177777777777777,0.4,5,0,0
4507001569_00210,0,23.177777777777777,0.4,5,0,0
4507001569_00220,0,23.177777777777777,0.4,5,0,0
4507001569_00230,0,23.177777777777777,0.4,5,0,0
4507001569_00240,0,23.177777777777777,0.4,5,0,0
4507001569_00250,0,23.177777777777777,0.4,5,0,0
4507001569_00260,0,23.177777777777777,0.4,5,0,0
4507001569_00270,0,23.177777777777777,0.4,5,0,0
4507001569_00280,0,23.177777777777777,0.4,5,0,0
4507001569_00290,0,23.177777777777777,0.4,5,0,0
4507001569_00300,0,23.177777777777777,0.4,5,0,0
4507001569_00310,0,23.177777777777777,0.4,5,0,0
4507001569_00320,0,23.177777777777777,0.4,5,0,0
4507001569_00330,0,23.177777777777777,0.4,5,0,0
4507001569_00340,0,23.177777777777777,0.4,5,0,0
4507001569_00350,0,23.177777777777777,0.4,5,0,0
4507001569_00360,0,23.177777777777777,0.4,5,0,0
4507001569_00370,0,23.177777777777777,0.4,5,0,0
4507001569_00380,0,23.177777777777777,0.4,5,0,0
4507001569_00390,0,23.177777777777777,0.4,5,0,0
4507001569_00400,0,23.177777777777777,0.4,5,0,0
4507001569_00410,0,23.177777777777777,0.4,5,0,0
4507001570_00010,1,0.005555555555555556,0.0,2,1,0
4507001571_00010,3,345.2604166666667,0.0,3,1,0
4507001572_00001,0,107.08125,0.5,6,0,0
4507001573_00010,0,58.208333333333336,0.2,5,0,0
4507001573_00020,2,65.24513888888889,0.2222,9,0,0
4507001573_00030,0,58.208333333333336,0.2,5,0,0
4507001573_00040,0,58.208333333333336,0.2,5,0,0
4507001574_00010,0,23.15277777777778,0.2,5,0,0
4507001574_00020,0,23.15277777777778,0.2,5,0,0
4507001574_00030,0,23.15277777777778,0.2,5,0,0
4507001574_00040,0,23.15277777777778,0.2,5,0,0
4507001574_00050,0,23.15277777777778,0.2,5,0,0
4507001574_00060,0,23.15277777777778,0.2,5,0,0
4507001574_00070,0,23.15277777777778,0.2,5,0,0
4507001574_00080,0,23.15277777777778,0.2,5,0,0
4507001575_00010,0,79.2388888888889,0.1667,6,0,0
4507001576_00010,3,13.045833333333333,0.0,2,0,0
4507001577_00010,5,58.208333333333336,0.1667,6,0,1
4507001577_00020,5,58.208333333333336,0.1667,6,0,1
4507001577_00030,5,58.208333333333336,0.1667,6,0,1
4507001577_00040,5,58.208333333333336,0.1667,6,0,1
4507001577_00050,3,0.26805555555555555,0.0,2,0,0
4507001578_00010,0,44.327777777777776,0.2,5,0,0
4507001579_00010,1,0.22083333333333333,0.0,2,1,0
4507001580_00010,0,79.23333333333333,0.3333,6,0,0
4507001581_00010,5,107.06944444444444,0.1429,7,1,1
4507001581_00020,2,135.16736111111112,0.1667,12,1,1
4507001581_00030,5,135.16736111111112,0.1667,6,0,1
4507001581_00040,0,79.23263888888889,0.3333,6,1,0
4507001582_00010,0,44.31875,0.2,5,0,0
4507001582_00020,0,44.31875,0.2,5,0,0
4507001582_00030,0,44.31875,0.2,5,0,0
4507001582_00040,0,44.31875,0.2,5,0,0
4507001582_00050,1,44.31875,0.1429,7,1,0
4507001582_00060,0,44.31875,0.2,5,0,0
4507001582_00070,0,44.31875,0.2,5,0,0
4507001582_00080,0,44.31875,0.4,5,0,0
4507001582_00090,0,44.31875,0.2,5,0,0
4507001582_00100,0,44.31875,0.2,5,0,0
4507001582_00110,1,0.12222222222222222,0.0,2,1,0
4507001582_00120,0,44.31875,0.2,5,0,0
4507001582_00130,0,44.31875,0.2,5,0,0
4507001582_00140,0,44.31875,0.2,5,0,0
4507001582_00150,0,44.31875,0.2,5,0,0
4507001582_00160,0,44.31875,0.2,5,0,0
4507001582_00170,0,44.31875,0.2,5,0,0
4507001582_00180,0,44.31875,0.2,5,0,0
4507001582_00190,0,44.31875,0.2,5,0,0
4507001582_00200,0,44.31875,0.2,5,0,0
4507001583_00010,5,44.31944444444444,0.3333,6,0,1
4507001583_00020,0,44.31944444444444,0.2,5,0,0
4507001584_00010,0,44.31736111111111,0.2,5,0,0
4507001585_00010,0,23.139583333333334,0.2,5,0,0
4507001585_00020,2,23.139583333333334,0.2222,9,1,0
4507001586_00010,0,65.23055555555555,0.2,5,0,0
4507001587_00010,3,22.114583333333332,0.0,2,0,0
4507001588_00010,0,58.19305555555555,0.2,5,0,0
4507001588_00020,0,58.19305555555555,0.2,5,0,0
4507001588_00030,0,58.19305555555555,0.2,5,0,0
4507001588_00040,0,58.19305555555555,0.2,5,0,0
4507001589_00010,5,79.22430555555556,0.1667,6,0,1
4507001590_00010,5,58.19305555555555,0.3333,6,0,1
4507001590_00020,5,58.19305555555555,0.3333,6,0,1
4507001590_00030,5,58.19305555555555,0.2222,9,1,1
4507001590_00040,5,58.19305555555555,0.3333,6,0,1
4507001590_00050,5,58.19305555555555,0.3333,6,0,1
4507001590_00060,3,2.286111111111111,0.0,2,1,0
4507001590_00070,5,58.19305555555555,0.3333,6,0,1
4507001590_00080,5,58.19305555555555,0.3333,6,0,1
4507001590_00090,5,58.19305555555555,0.3333,6,0,1
4507001590_00100,5,58.19305555555555,0.3333,6,0,1
4507001590_00110,5,58.19305555555555,0.3333,6,0,1
4507001590_00120,5,58.19305555555555,0.3333,6,0,1
4507001590_00130,5,58.19305555555555,0.3333,6,0,1
4507001590_00140,5,58.19305555555555,0.3333,6,0,1
4507001590_00150,5,58.19305555555555,0.3333,6,0,1
4507001590_00160,5,58.19305555555555,0.3333,6,0,1
4507001590_00170,5,58.19305555555555,0.3333,6,0,1
4507001590_00180,5,58.19305555555555,0.3333,6,0,1
4507001590_00190,5,58.19305555555555,0.3333,6,0,1
4507001590_00200,5,58.19305555555555,0.3333,6,0,1
4507001591_00010,2,206.0090277777778,0.24,25,1,1
4507001591_00020,5,93.18263888888889,0.2,10,0,1
4507001591_00030,5,93.18263888888889,0.3333,6,0,1
4507001591_00040,5,93.18263888888889,0.1667,6,0,1
4507001591_00050,5,93.18263888888889,0.3333,6,0,1
4507001591_00060,5,93.18263888888889,0.3333,6,0,1
4507001591_00070,5,93.18263888888889,0.3333,6,0,1
4507001591_00080,5,93.18263888888889,0.3333,6,0,1
4507001591_00090,5,93.18263888888889,0.3333,6,0,1
4507001591_00100,5,93.18263888888889,0.1667,6,0,1
4507001591_00110,5,93.18263888888889,0.2857,7,0,1
4507001591_00120,5,93.18263888888889,0.1667,6,0,1
4507001591_00130,5,93.18263888888889,0.3333,6,0,1
4507001591_00140,5,93.18263888888889,0.1667,6,0,1
4507001591_00150,5,93.18263888888889,0.1667,6,0,1
4507001591_00160,5,93.18263888888889,0.1667,6,0,1
4507001591_00170,5,93.18263888888889,0.3333,6,0,1
4507001591_00180,5,93.18263888888889,0.1667,6,0,1
4507001591_00190,5,93.18263888888889,0.1667,6,0,1
4507001591_00200,5,93.18263888888889,0.1667,6,0,1
4507001591_00210,5,93.18263888888889,0.3333,6,0,1
4507001591_00220,5,93.18263888888889,0.3,10,0,1
4507001591_00230,5,93.18263888888889,0.3333,6,0,1
4507001591_00240,5,93.18263888888889,0.3333,6,0,1
4507001591_00250,5,93.18263888888889,0.2857,7,0,1
4507001591_00260,5,93.18263888888889,0.3333,6,0,1
4507001591_00270,5,93.18263888888889,0.3333,6,0,1
4507001591_00280,5,93.18263888888889,0.3333,6,0,1
4507001591_00290,2,93.18263888888889,0.2,10,1,1
4507001591_00300,5,93.18263888888889,0.1429,7,0,1
4507001591_00310,2,93.18263888888889,0.6364,22,0,1
4507001591_00320,0,40.977777777777774,0.2,5,0,0
4507001592_00010,0,120.18333333333334,0.2,5,0,0
4507001592_00020,5,120.18333333333334,0.1667,6,0,1
4507001592_00030,0,120.18333333333334,0.1667,6,1,0
4507001593_00001,0,135.1576388888889,0.5,6,0,0
4507001594_00010,5,114.21180555555556,0.1667,6,0,1
4507001594_00020,2,128.21180555555554,0.2222,9,1,1
4507001595_00010,0,30.247916666666665,0.2,5,0,0
4507001595_00020,2,211.925,0.2308,13,1,0
4507001596_00010,2,107.06111111111112,0.3333,9,0,0
4507001596_00020,0,79.22430555555556,0.4,5,0,0
4507001596_00030,0,79.22430555555556,0.4,5,0,0
4507001596_00040,0,79.22430555555556,0.4,5,0,0
4507001596_00050,0,79.22430555555556,0.4,5,0,0
4507001596_00060,0,79.22430555555556,0.4,5,0,0
4507001596_00070,0,79.22430555555556,0.4,5,0,0
4507001596_00080,0,79.22430555555556,0.4,5,0,0
